Season,Game_ID,Game_Date,Away_Team,Home_Team,home_team_score,away_team_score,wins_home,wins_away,loss_home,loss_away,largest_lead_home,largest_lead_away,result_win,ASG_Count,day,rivalry,Home_Team_Twitter,Away_Team_Twitter,Home_Team_Rank,Away_Team_Rank,Holiday,Rounded Viewers
2016-17,21601218,2017-04-12,7,1,83,98,51,50,30,31,3,21,2,5,2,0,2100000,1400000,11,13,0,16987
2016-17,21601219,2017-04-12,8,6,112,94,52,42,29,39,22,13,1,2,2,0,2300000,695000,5,27,0,13090
2016-17,21601220,2017-04-12,10,22,114,113,30,28,51,53,7,11,1,1,2,0,1780000,925000,1,25,0,8064
2016-17,21601221,2017-04-12,28,19,110,102,40,49,41,32,16,6,1,1,2,0,4090000,662000,10,18,0,9356
2016-17,21601222,2017-04-12,16,14,112,73,40,20,41,61,39,0,1,1,2,0,3600000,755000,4,7,0,9886
2016-17,21601223,2017-04-12,30,9,100,93,32,43,49,38,8,12,1,1,2,0,766000,1200000,26,9,0,2955
2016-17,21601224,2017-04-12,27,26,123,118,54,31,27,50,19,9,1,1,2,0,1710000,645000,8,29,0,6123
2016-17,21601226,2017-04-12,13,5,86,104,43,41,38,40,6,18,2,2,2,0,930000,991000,24,23,0,8926
2016-17,21601228,2017-04-12,15,25,115,95,50,32,31,49,21,3,1,1,2,0,1100000,714000,6,15,0,5764
2016-17,21601229,2017-04-12,12,3,109,94,66,26,15,55,27,1,1,4,2,0,3500000,6170000,3,2,0,20049
2016-17,21601230,2017-04-12,21,2,103,100,33,41,48,40,7,11,1,2,2,0,823000,659000,17,30,0,5069
2017-18,21700001,2017-10-17,6,1,99,102,0,0,0,0,4,18,2,4,1,0,2100000,2300000,11,5,0,87412
2017-18,21700003,2017-10-18,29,17,102,90,0,0,0,0,18,2,1,2,2,0,710000,726000,21,28,0,13344
2017-18,21700004,2017-10-18,16,5,131,140,0,0,0,0,3,13,2,1,2,0,930000,755000,24,7,0,15894
2017-18,21700005,2017-10-18,19,4,109,116,0,0,0,0,7,17,2,1,2,0,1500000,4090000,19,10,0,16481
2017-18,21700006,2017-10-18,10,28,115,120,0,0,0,0,7,12,2,3,2,0,662000,925000,18,25,0,37819
2017-18,21700008,2017-10-18,21,9,91,103,0,0,0,0,9,14,2,2,2,0,766000,659000,26,30,0,14389
2017-18,21700009,2017-10-18,13,30,117,111,0,0,0,0,11,5,1,0,2,0,1200000,991000,9,23,0,15582
2017-18,21700010,2017-10-18,24,20,96,106,0,0,0,0,15,16,2,0,2,0,632000,634000,20,22,0,14353
2017-18,21700012,2017-10-18,2,11,76,124,0,0,0,0,7,58,2,1,2,0,753000,823000,14,17,0,13509
2017-18,21700013,2017-10-18,26,15,105,100,1,0,0,0,11,6,1,1,2,0,714000,1710000,15,8,0,26984
2017-18,21700014,2017-10-19,14,7,100,117,0,0,0,0,2,27,2,2,3,0,1400000,3600000,13,4,0,36315
2017-18,21700015,2017-10-19,22,18,84,105,0,0,0,0,4,23,2,3,3,0,1800000,1780000,16,1,0,69428
2017-18,21700016,2017-10-19,25,12,108,92,0,0,0,0,30,2,1,0,3,3,6170000,1100000,2,6,0,59644
2017-18,21700018,2017-10-20,2,5,96,114,1,1,0,0,2,23,2,2,4,0,930000,823000,24,17,0,10858
2017-18,21700019,2017-10-20,6,10,102,92,0,0,2,1,10,9,1,3,4,2,925000,2300000,25,5,0,44501
2017-18,21700020,2017-10-20,17,28,115,111,1,1,0,0,15,12,1,3,4,0,662000,710000,18,21,0,21300
2017-18,21700021,2017-10-20,1,8,116,97,1,1,0,0,19,5,1,3,4,0,695000,2100000,27,11,0,44508
2017-18,21700022,2017-10-20,4,16,126,121,0,1,1,0,8,8,1,0,4,0,755000,1500000,7,19,0,15211
2017-18,21700023,2017-10-20,20,27,100,97,0,1,1,0,10,7,1,2,4,0,645000,632000,29,20,0,25978
2017-18,21700025,2017-10-20,3,21,120,128,0,0,1,1,15,15,2,6,4,0,659000,3500000,30,3,0,49468
2017-18,21700026,2017-10-20,12,11,132,130,0,0,1,1,12,9,1,0,4,0,753000,6170000,14,2,0,44171
2017-18,21700027,2017-10-21,10,7,94,128,0,1,2,0,2,34,2,3,5,0,1400000,925000,13,25,0,34471
2017-18,21700028,2017-10-21,4,1,93,114,2,1,0,1,0,37,2,2,5,0,2100000,1500000,11,19,0,39410
2017-18,21700029,2017-10-21,5,19,112,108,0,1,1,1,21,5,1,2,5,0,4090000,930000,10,24,0,10725
2017-18,21700030,2017-10-21,17,22,107,111,0,1,1,1,21,6,2,2,5,0,1780000,710000,1,21,0,13612
2017-18,21700031,2017-10-21,23,14,77,87,0,1,1,0,3,19,2,1,5,0,3600000,2300000,4,12,0,18261
2017-18,21700032,2017-10-21,30,26,91,107,0,2,2,0,3,36,2,1,5,3,1710000,1200000,8,9,0,14285
2017-18,21700033,2017-10-21,3,9,101,111,1,1,1,0,5,19,2,4,5,0,766000,3500000,26,3,0,45104
2017-18,21700034,2017-10-21,2,8,113,110,1,2,1,0,9,9,1,2,5,0,695000,823000,27,17,0,22262
2017-18,21700035,2017-10-21,15,24,96,79,0,1,1,1,21,3,1,0,5,0,634000,714000,22,15,0,7125
2017-18,21700036,2017-10-21,18,20,87,96,1,1,0,1,6,20,2,2,5,0,632000,1800000,20,17,0,31888
2017-18,21700037,2017-10-21,11,25,130,88,1,0,0,2,43,2,1,0,5,0,1100000,753000,6,14,0,15511
2017-18,21700039,2017-10-22,27,18,115,113,1,1,1,1,14,3,1,4,6,0,1800000,645000,16,29,0,66775
2017-18,21700041,2017-10-23,10,17,97,86,0,2,3,1,21,0,1,2,0,0,710000,925000,21,25,0,34687
2017-18,21700042,2017-10-23,13,19,93,104,1,1,2,1,5,21,2,1,0,0,4090000,991000,10,23,0,15668
2017-18,21700043,2017-10-23,9,26,90,98,3,2,0,0,12,8,2,1,0,0,1710000,766000,8,26,0,32916
2017-18,21700044,2017-10-23,29,8,103,94,2,1,1,1,9,10,1,2,0,0,695000,726000,27,28,0,20379
2017-18,21700045,2017-10-23,3,30,103,133,0,1,3,2,0,31,2,4,0,0,1200000,3500000,9,3,0,37471
2017-18,21700046,2017-10-23,7,23,101,97,2,2,0,0,10,6,1,3,0,0,2300000,1400000,12,13,0,26687
2017-18,21700047,2017-10-23,28,24,104,109,1,2,1,0,8,8,2,2,0,0,634000,662000,22,18,0,16257
2017-18,21700048,2017-10-23,15,11,117,115,0,1,3,2,22,2,1,0,0,0,753000,714000,14,15,0,16574
2017-18,21700049,2017-10-24,14,1,119,112,2,0,1,2,11,14,1,2,1,2,2100000,3600000,11,4,0,39489
2017-18,21700050,2017-10-24,16,4,121,125,2,2,1,1,12,6,2,0,1,0,1500000,755000,19,7,0,18089
2017-18,21700051,2017-10-24,22,6,110,89,1,0,2,2,25,2,1,3,1,2,2300000,1780000,5,1,0,26053
2017-18,21700052,2017-10-24,5,27,107,130,2,1,1,2,5,25,2,3,1,0,645000,930000,29,24,0,19241
2017-18,21700053,2017-10-24,21,2,93,103,1,2,2,1,5,13,2,3,1,0,823000,659000,17,30,0,20122
2017-18,21700054,2017-10-24,20,25,102,84,2,2,0,1,21,4,1,0,1,0,1100000,632000,6,20,0,18941
2017-18,21700055,2017-10-25,24,29,93,110,1,1,2,2,4,27,2,1,2,0,726000,634000,28,22,0,8911
2017-18,21700057,2017-10-25,26,10,105,104,3,1,1,3,5,11,1,2,2,0,925000,1710000,25,8,0,34057
2017-18,21700059,2017-10-25,23,19,100,117,2,3,1,0,3,20,2,2,2,0,4090000,2300000,10,12,0,14171
2017-18,21700060,2017-10-25,5,18,96,114,2,1,2,2,3,20,2,3,2,0,1800000,930000,16,24,0,23761
2017-18,21700061,2017-10-25,9,30,103,94,0,3,4,0,19,1,1,0,2,0,1200000,766000,9,26,0,9456
2017-18,21700062,2017-10-25,20,11,97,88,1,2,3,2,18,0,1,0,2,0,753000,632000,14,20,0,9024
2017-18,21700063,2017-10-25,7,3,117,112,2,2,2,1,14,5,1,6,2,0,3500000,1400000,3,13,0,34647
2017-18,21700064,2017-10-25,28,12,102,99,1,3,2,0,8,10,1,2,2,0,6170000,662000,2,18,0,39914
2017-18,21700065,2017-10-26,13,14,86,91,1,0,3,3,7,9,2,0,3,0,3600000,991000,4,23,0,16808
2017-18,21700068,2017-10-26,25,2,104,103,3,3,0,1,10,3,1,1,3,0,823000,1100000,17,6,0,28464
2017-18,21700069,2017-10-26,21,15,114,106,1,1,3,3,8,19,1,2,3,0,714000,659000,15,30,0,16022
2017-18,21700070,2017-10-27,26,29,109,93,4,2,1,2,16,8,1,2,4,0,726000,1710000,28,8,0,23936
2017-18,21700071,2017-10-27,23,4,114,87,3,4,1,0,36,2,1,1,4,0,1500000,2300000,19,12,0,20302
2017-18,21700072,2017-10-27,24,13,100,105,1,1,4,3,2,8,2,0,4,0,991000,634000,23,22,0,10507
2017-18,21700073,2017-10-27,16,22,86,107,3,0,2,3,10,23,2,1,4,2,1780000,755000,1,7,0,13735
2017-18,21700074,2017-10-27,18,27,119,116,2,2,3,2,6,11,1,4,4,0,645000,1800000,29,17,0,43436
2017-18,21700075,2017-10-27,28,3,120,117,3,3,2,1,7,18,1,6,4,0,3500000,662000,3,18,0,49605
2017-18,21700076,2017-10-27,7,12,92,101,2,2,2,2,17,11,2,2,4,0,6170000,1400000,2,13,0,25157
2017-18,21700077,2017-10-28,1,21,101,123,3,2,2,3,3,23,2,4,5,0,659000,2100000,30,11,0,44665
2017-18,21700078,2017-10-28,6,19,96,90,3,2,2,2,11,5,1,3,5,0,4090000,2300000,10,5,0,25019
2017-18,21700079,2017-10-28,18,14,69,101,1,2,3,3,0,32,2,2,5,0,3600000,1800000,4,17,0,19645
2017-18,21700080,2017-10-28,26,9,89,103,5,4,1,1,10,19,2,1,5,0,766000,1710000,26,8,0,16976
2017-18,21700081,2017-10-28,10,30,110,112,1,1,5,4,3,13,2,1,5,0,1200000,925000,9,25,0,24630
2017-18,21700082,2017-10-28,12,20,81,96,2,2,3,3,0,15,2,0,5,0,632000,6170000,20,2,0,25707
2017-18,21700084,2017-10-28,17,25,87,95,4,3,0,2,13,8,2,1,5,0,1100000,710000,6,21,0,16469
2017-18,21700085,2017-10-29,8,13,106,117,1,3,5,2,0,23,2,1,6,0,991000,695000,23,27,0,23040
2017-18,21700087,2017-10-29,24,16,124,111,2,3,3,3,26,14,1,0,6,0,755000,634000,7,22,0,10662
2017-18,21700088,2017-10-29,4,29,113,120,4,2,1,3,3,16,2,1,6,0,726000,1500000,28,19,0,11729
2017-18,21700091,2017-10-29,17,3,107,115,4,4,2,2,14,13,2,5,6,0,3500000,710000,3,21,0,36033
2017-18,21700093,2017-10-30,27,19,122,125,2,3,3,3,13,7,2,3,0,0,4090000,645000,10,29,0,25269
2017-18,21700094,2017-10-30,24,22,110,116,3,2,3,3,2,23,2,1,0,0,1780000,634000,1,22,0,14021
2017-18,21700095,2017-10-30,10,26,107,115,5,2,2,4,0,14,2,2,0,0,1710000,925000,8,25,0,31460
2017-18,21700096,2017-10-30,29,9,99,104,5,3,1,3,13,6,2,1,0,0,766000,726000,26,28,0,6064
2017-18,21700097,2017-10-30,4,21,99,115,3,4,3,2,5,17,2,2,0,0,659000,1500000,30,19,0,9255
2017-18,21700098,2017-10-30,30,20,89,104,1,3,6,3,14,17,2,0,0,0,632000,1200000,20,9,0,7253
2017-18,21700100,2017-10-30,3,25,141,113,4,4,3,1,29,5,1,4,0,0,1100000,3500000,6,3,0,35991
2017-18,21700101,2017-10-31,15,5,101,83,3,1,3,5,28,0,1,1,1,0,930000,714000,24,15,0,14291
2017-18,21700102,2017-10-31,11,16,114,122,3,2,4,4,8,18,2,0,1,0,755000,753000,7,14,0,17947
2017-18,21700103,2017-10-31,18,8,91,110,4,3,2,3,4,28,2,3,1,0,695000,1800000,27,17,0,32973
2017-18,21700105,2017-11-01,8,29,121,126,4,4,3,3,10,15,2,2,2,0,726000,695000,28,27,0,15226
2017-18,21700106,2017-11-01,5,1,107,124,3,4,4,3,4,17,2,3,2,0,2100000,930000,11,24,0,32640
2017-18,21700108,2017-11-01,11,28,122,116,3,4,4,2,8,22,1,2,2,0,662000,753000,18,14,0,9631
2017-18,21700110,2017-11-01,14,19,91,97,1,2,4,4,6,15,2,1,2,2,4090000,3600000,10,4,0,6958
2017-18,21700111,2017-11-01,26,22,119,97,5,3,3,3,29,8,1,2,2,0,1780000,1710000,1,8,0,15558
2017-18,21700112,2017-11-01,4,9,101,99,5,5,2,2,11,11,1,0,2,0,766000,1500000,26,19,0,11299
2017-18,21700115,2017-11-01,2,20,103,112,4,4,3,3,8,9,2,1,2,0,632000,823000,20,17,0,13414
2017-18,21700117,2017-11-02,3,23,112,92,5,4,3,3,21,19,1,5,3,0,2300000,3500000,12,3,0,63202
2017-18,21700118,2017-11-02,12,2,110,113,3,4,4,4,6,18,2,1,3,0,823000,6170000,17,2,0,38906
2017-18,21700121,2017-11-03,5,10,110,121,5,4,3,4,9,11,2,2,4,0,925000,930000,25,24,0,25848
2017-18,21700123,2017-11-03,26,13,104,119,1,6,7,3,2,30,2,1,4,0,991000,1710000,23,8,0,8961
2017-18,21700126,2017-11-03,29,23,108,101,4,5,4,3,13,6,1,2,4,0,2300000,726000,12,28,0,11712
2017-18,21700127,2017-11-03,19,24,95,94,4,3,4,4,9,9,1,1,4,0,634000,4090000,22,10,0,9744
2017-18,21700128,2017-11-03,7,20,109,100,4,5,3,3,15,3,1,2,4,0,632000,1400000,20,13,0,8688
2017-18,21700129,2017-11-03,6,18,101,94,6,4,2,3,7,18,1,4,4,0,1800000,2300000,16,5,0,45466
2017-18,21700130,2017-11-03,16,12,124,112,3,3,5,5,16,1,1,0,4,0,6170000,755000,2,7,0,26075
2017-18,21700131,2017-11-04,9,25,104,113,5,5,2,3,1,12,2,0,5,0,1100000,766000,6,26,0,18677
2017-18,21700132,2017-11-04,15,17,99,108,1,6,7,3,1,15,2,1,5,0,710000,714000,21,15,0,17377
2017-18,21700133,2017-11-04,21,14,96,90,4,2,5,5,8,9,1,2,5,0,3600000,659000,4,30,0,22054
2017-18,21700134,2017-11-04,30,27,99,112,1,5,9,3,2,28,2,2,5,0,645000,1200000,29,9,0,14194
2017-18,21700135,2017-11-04,3,24,108,127,5,6,4,3,6,29,2,4,5,0,634000,3500000,22,3,0,32494
2017-18,21700136,2017-11-05,13,1,117,115,1,4,8,5,16,3,1,2,6,0,2100000,991000,11,23,0,45369
2017-18,21700137,2017-11-05,19,25,101,104,5,3,3,5,2,25,2,1,6,0,1100000,4090000,6,10,0,26935
2017-18,21700138,2017-11-05,6,4,104,88,7,6,2,3,23,4,1,2,6,0,1500000,2300000,19,5,0,28552
2017-18,21700139,2017-11-05,28,7,96,107,5,4,3,4,0,19,2,4,6,0,1400000,662000,13,18,0,15385
2017-18,21700140,2017-11-05,20,26,137,110,7,5,3,4,32,8,1,1,6,3,1710000,632000,8,20,0,17033
2017-18,21700141,2017-11-05,11,23,95,112,4,5,5,4,4,27,2,1,6,3,2300000,753000,12,14,0,10640
2017-18,21700142,2017-11-05,5,22,108,101,4,5,4,4,7,19,1,2,6,2,1780000,930000,1,24,0,13866
2017-18,21700143,2017-11-05,29,27,112,94,6,5,3,4,23,6,1,3,6,0,645000,726000,29,28,0,10662
2017-18,21700144,2017-11-05,18,2,103,99,5,4,4,4,17,3,1,3,6,0,823000,1800000,17,17,0,19018
2017-18,21700145,2017-11-05,9,12,107,102,4,6,5,3,22,4,1,0,6,0,6170000,766000,2,26,0,16479
2017-18,21700146,2017-11-06,6,13,107,110,2,8,8,2,7,10,2,2,0,0,991000,2300000,23,5,0,35365
2017-18,21700147,2017-11-06,16,11,98,92,3,4,6,6,15,5,1,0,0,0,753000,755000,14,7,0,16223
2017-18,21700148,2017-11-06,19,3,97,80,7,4,3,5,23,6,1,5,0,0,3500000,4090000,3,10,0,31003
2017-18,21700149,2017-11-07,8,1,124,119,4,4,6,5,13,4,1,3,1,0,2100000,695000,11,27,0,48917
2017-18,21700150,2017-11-07,21,5,117,112,5,5,5,5,5,14,1,3,1,0,930000,659000,24,30,0,14153
2017-18,21700151,2017-11-07,30,28,113,99,1,5,10,4,17,0,1,2,1,0,662000,1200000,18,9,0,7900
2017-18,21700152,2017-11-07,29,22,118,113,5,5,4,5,5,15,1,2,1,0,1780000,726000,1,28,0,18905
2017-18,21700153,2017-11-07,14,7,114,119,2,5,6,4,1,23,2,2,1,0,1400000,3600000,13,4,0,8094
2017-18,21700154,2017-11-07,25,23,107,120,5,6,4,4,3,20,2,1,1,0,2300000,1100000,12,6,0,16445
2017-18,21700155,2017-11-07,16,24,112,104,5,4,5,6,25,3,1,0,1,0,634000,755000,22,7,0,4703
2017-18,21700156,2017-11-07,10,20,104,97,5,5,4,5,18,2,1,1,1,0,632000,925000,20,25,0,19726
2017-18,21700158,2017-11-07,18,15,94,86,1,4,8,5,12,17,1,2,1,0,714000,1800000,15,17,0,19014
2017-18,21700159,2017-11-08,5,17,97,114,5,7,6,3,11,17,2,2,2,0,710000,930000,21,24,0,13450
2017-18,21700160,2017-11-08,22,4,99,112,6,6,4,4,6,16,2,1,2,0,1500000,1780000,19,1,0,19863
2017-18,21700161,2017-11-08,12,6,107,96,9,5,2,5,21,2,1,2,2,1,2300000,6170000,5,2,0,39812
2017-18,21700163,2017-11-08,27,3,125,101,8,7,3,3,26,6,1,6,2,0,3500000,645000,3,29,0,36394
2017-18,21700164,2017-11-09,12,28,95,111,5,5,6,5,3,21,2,2,3,0,662000,6170000,18,2,0,30273
2017-18,21700165,2017-11-09,21,7,118,122,6,6,5,4,4,10,2,4,3,0,1400000,659000,13,30,0,19583
2017-18,21700166,2017-11-09,1,26,113,117,5,8,6,3,6,18,2,3,3,0,1710000,2100000,8,11,0,52972
2017-18,21700168,2017-11-09,18,24,102,94,6,4,5,6,10,11,1,2,3,0,634000,1800000,22,17,0,23850
2017-18,21700169,2017-11-10,13,17,104,111,2,8,9,3,2,19,2,1,4,0,710000,991000,21,23,1,20074
2017-18,21700170,2017-11-10,29,6,90,87,10,5,2,6,5,18,1,3,4,0,2300000,726000,5,28,1,37337
2017-18,21700171,2017-11-10,5,14,87,105,2,5,7,7,0,26,2,1,4,0,3600000,930000,4,24,1,8998
2017-18,21700172,2017-11-10,25,18,111,120,5,4,5,7,6,20,2,2,4,0,1800000,1100000,16,6,1,32795
2017-18,21700173,2017-11-10,8,23,94,87,4,7,6,4,14,7,1,2,4,0,2300000,695000,12,27,1,24617
2017-18,21700175,2017-11-10,19,20,84,74,5,5,6,6,10,12,1,1,4,0,632000,4090000,20,10,1,7351
2017-18,21700176,2017-11-10,16,2,101,97,4,6,7,5,10,10,1,1,4,0,823000,755000,17,7,1,11633
2017-18,21700177,2017-11-11,13,28,94,113,2,6,10,5,7,25,2,2,5,0,662000,991000,18,23,0,13924
2017-18,21700178,2017-11-11,25,21,111,103,6,5,6,6,11,3,1,2,5,0,659000,1100000,30,6,0,24445
2017-18,21700179,2017-11-11,15,22,118,91,6,3,5,8,33,11,1,1,5,0,1780000,714000,1,15,0,14133
2017-18,21700180,2017-11-11,9,26,111,96,9,7,3,4,25,0,1,1,5,0,1710000,766000,8,26,0,16051
2017-18,21700181,2017-11-11,1,30,111,104,5,2,7,10,12,10,1,2,5,0,1200000,2100000,9,11,0,31022
2017-18,21700182,2017-11-11,12,8,90,98,5,5,7,6,5,14,2,1,5,0,695000,6170000,27,2,0,25637
2017-18,21700183,2017-11-11,14,23,94,133,2,7,8,5,0,41,2,1,5,0,2300000,3600000,12,4,0,7517
2017-18,21700184,2017-11-11,10,3,135,114,9,6,3,5,26,5,1,5,5,0,3500000,925000,3,25,0,41061
2017-18,21700185,2017-11-11,4,24,125,107,7,8,5,4,30,3,1,0,5,0,634000,1500000,22,19,0,5904
2017-18,21700186,2017-11-11,27,11,110,118,7,4,4,9,9,8,2,2,5,0,753000,645000,14,29,0,13776
2017-18,21700187,2017-11-11,16,20,106,114,5,5,7,7,5,18,2,0,5,0,632000,755000,20,7,0,9169
2017-18,21700188,2017-11-12,7,6,95,94,11,7,2,4,8,9,1,4,6,0,2300000,1400000,5,13,0,41253
2017-18,21700190,2017-11-12,26,5,118,95,10,6,3,7,23,0,1,2,6,0,930000,1710000,24,8,0,19643
2017-18,21700191,2017-11-12,30,18,99,112,2,5,11,7,4,21,2,2,6,0,1800000,1200000,16,9,0,23013
2017-18,21700192,2017-11-13,15,28,92,110,3,7,9,5,10,22,2,2,0,0,662000,714000,18,15,0,15234
2017-18,21700193,2017-11-13,1,22,104,101,6,7,7,5,7,23,1,3,0,0,1780000,2100000,1,11,0,50834
2017-18,21700194,2017-11-13,9,8,110,103,6,7,6,5,9,10,1,1,0,0,695000,766000,27,26,0,18201
2017-18,21700195,2017-11-13,13,21,105,106,2,7,11,6,14,5,2,2,0,0,659000,991000,30,23,0,13281
2017-18,21700198,2017-11-13,24,2,82,99,8,6,5,6,7,23,2,1,0,0,823000,634000,17,22,0,8357
2017-18,21700202,2017-11-14,7,26,113,129,11,7,3,5,8,20,2,3,1,0,1710000,1400000,8,13,0,24940
2017-18,21700203,2017-11-14,23,30,91,97,2,8,12,5,7,12,2,1,1,0,1200000,2300000,9,12,0,16121
2017-18,21700204,2017-11-15,15,13,126,80,2,3,12,10,48,0,1,0,2,0,991000,714000,23,15,0,7723
2017-18,21700205,2017-11-15,28,19,93,102,6,8,7,5,7,13,2,3,2,0,4090000,662000,10,18,0,12376
2017-18,21700206,2017-11-15,20,22,106,101,7,6,6,8,6,12,1,1,2,0,1780000,632000,1,20,0,20514
2017-18,21700207,2017-11-15,1,29,115,107,7,5,7,7,13,8,1,3,2,0,726000,2100000,28,11,0,29744
2017-18,21700210,2017-11-15,23,27,98,86,8,9,5,5,14,8,1,3,2,0,645000,2300000,29,12,0,12543
2017-18,21700212,2017-11-15,14,18,79,92,2,6,9,7,0,27,2,2,2,0,1800000,3600000,16,4,0,11621
2017-18,21700213,2017-11-15,4,2,94,99,8,7,6,6,14,11,2,1,2,0,823000,1500000,17,19,0,9719
2017-18,21700214,2017-11-15,10,12,109,115,6,7,8,6,2,13,2,1,2,0,6170000,925000,2,25,0,39009
2017-18,21700215,2017-11-16,3,6,92,88,13,11,2,3,4,17,1,6,3,0,2300000,3500000,5,3,0,76848
2017-18,21700216,2017-11-16,26,11,142,116,11,5,4,10,33,3,1,1,3,0,753000,1710000,14,8,0,22041
2017-18,21700217,2017-11-17,17,5,107,100,7,10,8,4,8,22,1,2,4,0,930000,710000,24,21,0,15546
2017-18,21700218,2017-11-17,19,28,91,88,6,9,8,5,25,4,1,3,4,0,662000,4090000,18,10,0,16478
2017-18,21700219,2017-11-17,20,16,118,107,5,6,9,9,22,4,1,0,4,0,755000,632000,7,20,0,6653
2017-18,21700221,2017-11-17,22,7,84,107,8,9,6,5,2,25,2,3,4,0,1400000,1780000,13,1,0,11916
2017-18,21700224,2017-11-17,27,30,87,111,2,9,13,5,14,26,2,2,4,0,1200000,645000,9,29,0,10003
2017-18,21700225,2017-11-17,2,15,82,86,8,3,6,11,5,8,2,1,4,0,714000,823000,15,17,0,9234
2017-18,21700226,2017-11-17,21,24,114,146,8,8,7,6,0,34,2,2,4,0,634000,659000,22,30,0,11777
2017-18,21700227,2017-11-17,11,12,113,122,6,5,9,11,4,16,2,0,4,0,6170000,753000,2,14,0,20594
2017-18,21700228,2017-11-18,25,29,87,102,5,5,9,9,2,15,2,1,5,0,726000,1100000,28,6,0,15805
2017-18,21700229,2017-11-18,20,4,85,125,8,6,7,10,0,46,2,0,5,0,1500000,632000,19,20,0,9595
2017-18,21700231,2017-11-18,3,10,124,116,11,8,4,6,18,24,1,5,5,0,925000,3500000,25,3,0,54197
2017-18,21700232,2017-11-18,26,9,105,83,12,7,4,7,24,1,1,1,5,0,766000,1710000,26,8,0,17269
2017-18,21700234,2017-11-18,15,2,102,90,8,4,7,11,22,5,1,1,5,0,823000,714000,17,15,0,8363
2017-18,21700235,2017-11-19,5,19,95,120,7,8,8,8,6,30,2,2,6,0,4090000,930000,10,24,0,12464
2017-18,21700236,2017-11-19,3,16,118,111,12,6,4,9,28,3,1,4,6,0,755000,3500000,7,3,0,32308
2017-18,21700237,2017-11-19,28,7,100,91,10,9,5,6,10,5,1,4,6,0,1400000,662000,13,18,0,22746
2017-18,21700238,2017-11-19,17,27,97,100,10,10,5,5,11,7,2,3,6,0,645000,710000,29,21,0,20919
2017-18,21700239,2017-11-19,14,11,105,113,3,6,10,11,9,11,2,0,6,0,753000,3600000,14,4,0,10380
2017-18,21700240,2017-11-19,24,12,109,127,9,6,6,10,3,24,2,0,6,0,6170000,634000,2,22,0,21419
2017-18,21700241,2017-11-20,27,29,102,118,10,6,6,9,6,17,2,3,0,0,726000,645000,28,29,0,13326
2017-18,21700242,2017-11-20,1,17,116,88,9,11,7,5,39,2,1,3,0,0,710000,2100000,21,11,0,27857
2017-18,21700243,2017-11-20,5,4,97,105,8,9,8,8,7,11,2,1,0,0,1500000,930000,19,24,0,6683
2017-18,21700244,2017-11-20,20,10,107,86,8,7,7,10,21,2,1,1,0,0,925000,632000,25,20,0,17194
2017-18,21700245,2017-11-20,25,22,85,107,5,8,10,7,8,26,2,1,0,0,1780000,1100000,1,6,0,14341
2017-18,21700246,2017-11-20,2,9,100,92,9,7,7,8,13,9,1,1,0,0,766000,823000,26,17,0,5531
2017-18,21700247,2017-11-20,28,8,88,99,8,9,7,7,5,17,2,3,0,0,695000,662000,27,18,0,10649
2017-18,21700248,2017-11-20,18,21,114,107,8,7,8,8,8,19,1,4,0,0,659000,1800000,30,17,0,25494
2017-18,21700249,2017-11-20,6,30,110,102,15,3,2,14,15,13,1,2,0,0,1200000,2300000,9,5,0,31913
2017-18,21700250,2017-11-20,13,23,85,96,3,10,13,6,3,14,2,1,0,0,2300000,991000,12,23,0,6697
2017-18,21700251,2017-11-20,24,15,114,98,9,4,7,12,22,2,1,0,0,0,714000,634000,15,22,0,6307
2017-18,21700252,2017-11-21,14,12,94,103,3,7,11,10,19,9,2,0,1,0,6170000,3600000,2,4,0,30429
2017-18,21700253,2017-11-22,28,29,124,129,10,7,7,9,11,7,2,3,2,0,726000,662000,28,18,0,16110
2017-18,21700254,2017-11-22,16,1,119,109,10,6,7,10,11,7,1,2,2,0,2100000,755000,11,7,0,31351
2017-18,21700255,2017-11-22,2,10,101,81,9,10,7,7,24,0,1,2,2,0,925000,823000,25,17,0,19537
2017-18,21700256,2017-11-22,25,13,103,116,3,5,14,11,7,15,2,0,2,0,991000,1100000,23,6,0,4710
2017-18,21700259,2017-11-22,24,26,95,125,10,13,7,4,2,48,2,1,2,0,1710000,634000,8,22,0,7250
2017-18,21700261,2017-11-22,4,27,124,118,10,8,7,9,26,8,1,2,2,0,645000,1500000,29,19,0,5382
2017-18,21700262,2017-11-22,23,21,107,90,9,11,8,6,30,15,1,3,2,0,659000,2300000,30,12,0,6991
2017-18,21700263,2017-11-22,3,18,91,108,13,7,4,9,4,26,2,6,2,0,1800000,3500000,16,3,0,50627
2017-18,21700264,2017-11-22,8,11,113,107,8,7,8,11,15,4,1,1,2,0,753000,695000,14,27,0,12829
2017-18,21700265,2017-11-22,14,20,80,110,3,7,12,11,2,32,2,0,2,0,632000,3600000,20,4,0,4824
2017-18,21700267,2017-11-24,2,16,125,127,6,10,11,8,11,4,2,1,4,0,755000,823000,7,17,0,12702
2017-18,21700268,2017-11-24,22,13,116,104,3,10,15,7,15,17,1,1,4,0,991000,1780000,23,1,0,16922
2017-18,21700269,2017-11-24,4,6,118,103,16,8,3,10,32,4,1,2,4,0,2300000,1500000,5,19,0,24154
2017-18,21700270,2017-11-24,29,1,100,99,11,8,7,9,6,8,1,3,4,0,2100000,726000,11,28,0,36241
